Currency,YYYYMMDD_HHMMSS,Open,High,Low,Close,Volume,WAP,Count,Minute,Tesla3,Tesla6,Tesla9,Decision,EXECUTE
CHF,20200630  15:30:00,1.0578,1.0579,1.0577,1.0579,51,1.05778,26,30,-0.000861,-0.00036,-0.000189,BUY,NO
CHF,20200630  15:35:00,1.058,1.058,1.058,1.058,49,1.058,30,35,-0.000564,0.000558,0.000576,BUY,NO
CHF,20200630  15:40:00,1.0581,1.0583,1.058,1.0583,54,1.05811,25,40,-0.000234,0.00084,0.000945,BUY,NO
CHF,20200630  15:45:00,1.0583,1.0583,1.058,1.0582,117,1.05814,45,45,1.2E-05,0.000912,0.000774,NO,NO
CHF,20200630  15:50:00,1.0582,1.0583,1.0581,1.0582,121,1.05823,46,50,0.00036,0.000954,0.000801,NO,NO
CHF,20200630  15:55:00,1.0582,1.0582,1.0577,1.0578,93,1.05805,42,55,0.000339,0.000504,-0.000252,NO,NO
CHF,20200630  16:00:00,1.0577,1.0579,1.0577,1.0579,76,1.05782,36,0,7.2E-05,-6.6E-05,-0.001125,SELL,NO
CHF,20200630  16:05:00,1.0578,1.0578,1.0578,1.0578,26,1.0578,9,5,4.8E-05,-0.0003,-0.000936,SELL,NO
CHF,20200630  16:10:00,1.0579,1.058,1.0579,1.0579,29,1.05794,9,10,0.000129,-0.000162,-0.000126,NO,NO
CHF,20200630  16:15:00,1.058,1.058,1.0578,1.0578,21,1.05787,10,15,3.6E-05,-0.0006,-0.000117,NO,NO
CHF,20200630  16:20:00,1.0578,1.0578,1.0578,1.0578,4,1.0578,2,20,-5.7E-05,-0.000798,-0.000207,NO,NO
CHF,20200630  16:25:00,1.0577,1.0578,1.0577,1.0578,41,1.05773,20,25,-0.000234,-0.000792,-0.000441,NO,NO
CHF,20200630  16:30:00,1.0579,1.058,1.0576,1.0577,28,1.05773,14,30,-0.000333,-0.000588,-0.000378,NO,NO
CHF,20200630  16:35:00,1.0578,1.0578,1.0578,1.0578,2,1.0578,2,35,-0.000384,-0.000246,6.3E-05,BUY,NO
CHF,20200630  16:40:00,1.0578,1.0578,1.0578,1.0578,2,1.0578,1,40,-0.000399,-0.000138,0.000126,BUY,NO
CHF,20200630  16:45:00,1.0579,1.0579,1.0578,1.0578,18,1.05786,10,45,-0.00024,1.8E-05,0.000342,BUY,NO
CHF,20200630  16:50:00,1.0578,1.0579,1.0578,1.0579,8,1.05781,6,50,-0.000198,-6E-05,4.5E-05,BUY,NO
CHF,20200630  16:55:00,1.0579,1.0579,1.0577,1.0578,25,1.05778,12,55,-0.000147,-6E-06,-0.000135,NO,NO
CHF,20200701  09:30:00,1.0575,1.0575,1.0569,1.0569,144,1.05721,62,30,-0.000777,-0.001332,-0.002169,SELL,NO
CHF,20200701  09:35:00,1.0569,1.0573,1.0568,1.0572,166,1.05718,85,35,-0.000807,-0.001404,-0.001746,SELL,NO
CHF,20200701  09:40:00,1.0572,1.0573,1.0569,1.057,137,1.05708,48,40,-0.000906,-0.001722,-0.001494,NO,NO
CHF,20200701  09:45:00,1.057,1.0576,1.0569,1.0576,104,1.05736,44,45,-0.000507,-0.001098,0.000171,NO,NO
CHF,20200701  09:50:00,1.0576,1.0579,1.0575,1.0575,124,1.05764,61,50,-0.00015,-0.000414,0.001557,NO,NO
CHF,20200701  09:55:00,1.0575,1.0582,1.0575,1.0582,159,1.05788,79,55,0.000138,0.000516,0.002034,BUY,NO
CHF,20200701  10:00:00,1.0581,1.0589,1.058,1.0587,378,1.05855,134,0,0.000903,0.002532,0.003816,BUY,NO
CHF,20200701  10:05:00,1.0587,1.0597,1.0587,1.0596,319,1.05915,160,5,0.001599,0.00441,0.004653,BUY,NO
CHF,20200701  10:10:00,1.0595,1.0596,1.0592,1.0593,179,1.05941,102,10,0.001917,0.005286,0.003978,NO,NO
CHF,20200701  10:15:00,1.0592,1.0594,1.059,1.0592,190,1.05914,82,15,0.00177,0.00438,0.001413,NO,NO
CHF,20200701  10:20:00,1.0592,1.0599,1.0592,1.0596,180,1.05957,102,20,0.00249,0.004992,0.001827,NO,NO
CHF,20200701  10:25:00,1.0596,1.0601,1.0594,1.0595,215,1.05968,84,25,0.002841,0.004374,0.001305,NO,NO
CHF,20200701  10:30:00,1.0596,1.06,1.0596,1.0597,241,1.05981,110,30,0.003123,0.003612,0.001296,NO,NO
CHF,20200701  10:35:00,1.0597,1.06,1.0595,1.0599,140,1.05971,76,35,0.002874,0.00231,0.000576,SELL,NO
